"","genename","ensembleID","entrezgene_id"
"RP11-45F15.1","RP11-45F15.1","ENSG00000256739",NA
"RP13-941N14.1","RP13-941N14.1","ENSG00000256742",NA
"RP11-680H20.1","RP11-680H20.1","ENSG00000256745",NA
"RP11-17G12.3","RP11-17G12.3","ENSG00000256746",101928943
"RP11-860B13.1","RP11-860B13.1","ENSG00000256747",NA
"RP11-234B24.5","RP11-234B24.5","ENSG00000256748",NA
"RP11-3L23.2","RP11-3L23.2","ENSG00000256750",NA
"PLBD1-AS1","PLBD1-AS1","ENSG00000256751",NA
"HPRT1P3","HPRT1P3","ENSG00000256752",NA
"TIMM17BP1","TIMM17BP1","ENSG00000256756",NA
"RP11-159N11.3","RP11-159N11.3","ENSG00000256757",NA
"ENSG00000256761","ENSG00000256761","ENSG00000256761",NA
"STH","STH","ENSG00000256762",246744
"RP1-116K23.1","RP1-116K23.1","ENSG00000256763",NA
"CACNA1C-AS3","CACNA1C-AS3","ENSG00000256769",NA
"ZNF253","ZNF253","ENSG00000256771",56242
"RP11-268P4.2","RP11-268P4.2","ENSG00000256774",NA
"PDCL3P7","PDCL3P7","ENSG00000256777",NA
"RP11-60C6.5","RP11-60C6.5","ENSG00000256779",NA
"RP11-503G7.1","RP11-503G7.1","ENSG00000256783",NA
"ENSG00000256786","ENSG00000256786","ENSG00000256786",NA
"RP11-697H9.2","RP11-697H9.2","ENSG00000256789",NA
"RP11-429A20.3","RP11-429A20.3","ENSG00000256790",NA
"KLRF2","KLRF2","ENSG00000256797",100431172
"RP11-500M8.6","RP11-500M8.6","ENSG00000256799",NA
"RP11-680F8.1","RP11-680F8.1","ENSG00000256802",100130111
"RP11-133L14.5","RP11-133L14.5","ENSG00000256803",NA
"RP13-977J11.5","RP13-977J11.5","ENSG00000256804",NA
"C17orf100","C17orf100","ENSG00000256806",388327
"RP11-76C10.2","RP11-76C10.2","ENSG00000256810",NA
"RP11-7M8.2","RP11-7M8.2","ENSG00000256811",NA
"CAPNS2","CAPNS2","ENSG00000256812",84290
"RP11-804A23.4","RP11-804A23.4","ENSG00000256813",NA
"RP11-158L12.5","RP11-158L12.5","ENSG00000256814",NA
"ENSG00000256815","ENSG00000256815","ENSG00000256815",NA
"TPT1P12","TPT1P12","ENSG00000256817",NA
"ENSG00000256818","ENSG00000256818","ENSG00000256818",NA
"ENSG00000256822","ENSG00000256822","ENSG00000256822",NA
"RP11-21A7A.2","RP11-21A7A.2","ENSG00000256824",NA
"CTD-2140B24.4","CTD-2140B24.4","ENSG00000256825",NA
"AC138744.2","AC138744.2","ENSG00000256826",NA
"RP11-214K3.5","RP11-214K3.5","ENSG00000256827",NA
"GS1-410F4.5","GS1-410F4.5","ENSG00000256835",NA
"CACNA1C-IT1","CACNA1C-IT1","ENSG00000256837",NA
"ENSG00000256840","ENSG00000256840","ENSG00000256840",NA
"RP11-467L13.4","RP11-467L13.4","ENSG00000256843",NA
"MEF2BNBP1","MEF2BNBP1","ENSG00000256844",NA
"ENSG00000256845","ENSG00000256845","ENSG00000256845",NA
"CCND2P1","CCND2P1","ENSG00000256847",NA
"RP11-405A12.1","RP11-405A12.1","ENSG00000256849",NA
"XXbac-BPG16N22.5","XXbac-BPG16N22.5","ENSG00000256851",NA
"KNOP1P1","KNOP1P1","ENSG00000256852",NA
"RP11-512M8.5","RP11-512M8.5","ENSG00000256861",NA
"RP11-664D1.1","RP11-664D1.1","ENSG00000256862",105369609
"RP11-959F10.6","RP11-959F10.6","ENSG00000256863",NA
"ENSG00000256868","ENSG00000256868","ENSG00000256868",NA
"SLC5A8 (ENSG00000256870)","SLC5A8 (ENSG00000256870)","ENSG00000256870",160728
"ENSG00000256873","ENSG00000256873","ENSG00000256873",NA
"ENSG00000256874","ENSG00000256874","ENSG00000256874",NA
"RP11-503G7.2","RP11-503G7.2","ENSG00000256875",NA
"ENSG00000256878","ENSG00000256878","ENSG00000256878",NA
"RP11-284H19.1","RP11-284H19.1","ENSG00000256879",NA
"ENSG00000256882","ENSG00000256882","ENSG00000256882",NA
"RP11-64B16.3","RP11-64B16.3","ENSG00000256884",105370024
"ENSG00000256885","ENSG00000256885","ENSG00000256885",NA
"RP13-81N3.2","RP13-81N3.2","ENSG00000256888",101928162
"ENSG00000256889","ENSG00000256889","ENSG00000256889",NA
"MTRNR2L7","MTRNR2L7","ENSG00000256892",100288485
"RP11-283G6.3","RP11-283G6.3","ENSG00000256894",NA
"PSMC1P8","PSMC1P8","ENSG00000256896",NA
"RP11-17G12.2","RP11-17G12.2","ENSG00000256897",NA
"RP11-707G14.8","RP11-707G14.8","ENSG00000256898",NA
"IQSEC3P1","IQSEC3P1","ENSG00000256902",NA
"A2ML1-AS2","A2ML1-AS2","ENSG00000256904",NA
"ENSG00000256905","ENSG00000256905","ENSG00000256905",NA
"RP11-474D1.2","RP11-474D1.2","ENSG00000256906",NA
"RP11-75L1.6","RP11-75L1.6","ENSG00000256912",NA
"RP1-102E24.6","RP1-102E24.6","ENSG00000256913",NA
"RP11-221N13.4","RP11-221N13.4","ENSG00000256915",NA
"RP11-817J15.2","RP11-817J15.2","ENSG00000256916",NA
"RP11-81H14.4","RP11-81H14.4","ENSG00000256917",NA
"ENSG00000256920","ENSG00000256920","ENSG00000256920",NA
"RP11-749H20.1","RP11-749H20.1","ENSG00000256922",NA
"RP11-449P1.1","RP11-449P1.1","ENSG00000256923",NA
"ADGRA1-AS1","ADGRA1-AS1","ENSG00000256925",NA
"RP5-944M2.2","RP5-944M2.2","ENSG00000256927",NA
"RP11-809N8.2","RP11-809N8.2","ENSG00000256928",NA
"ENSG00000256929","ENSG00000256929","ENSG00000256929",NA
"KRT17P8","KRT17P8","ENSG00000256937",NA
"RP11-783K16.5","RP11-783K16.5","ENSG00000256940",NA
"RP13-895J2.2","RP13-895J2.2","ENSG00000256943",NA
"RP11-881M11.1","RP11-881M11.1","ENSG00000256944",NA
"RP11-64D24.2","RP11-64D24.2","ENSG00000256947",NA
"RP11-598F7.3 (ENSG00000256948)","RP11-598F7.3 (ENSG00000256948)","ENSG00000256948",NA
"RP11-87C12.2","RP11-87C12.2","ENSG00000256950",NA
"AC055876.1","AC055876.1","ENSG00000256951",NA
"RP11-6B19.2","RP11-6B19.2","ENSG00000256953",NA
"RP11-417L19.2","RP11-417L19.2","ENSG00000256955",NA
"RP11-216P16.4","RP11-216P16.4","ENSG00000256963",NA
"RP11-613M10.8","RP11-613M10.8","ENSG00000256966",NA
"RP11-273B20.1","RP11-273B20.1","ENSG00000256967",NA
"SNRPEP2","SNRPEP2","ENSG00000256968",NA
"RP11-320N7.2","RP11-320N7.2","ENSG00000256969",NA
"LINC00508","LINC00508","ENSG00000256971",NA
"AP000462.3","AP000462.3","ENSG00000256972",NA
"RP11-359J14.2","RP11-359J14.2","ENSG00000256973",NA
"ENSG00000256974","ENSG00000256974","ENSG00000256974",NA
"RP11-525E9.1","RP11-525E9.1","ENSG00000256975",NA
"LIMS3","LIMS3","ENSG00000256977",96626
"KHDC1L","KHDC1L","ENSG00000256980",100129128
"TAS2R18 (ENSG00000256981)","TAS2R18 (ENSG00000256981)","ENSG00000256981",NA
"CTD-2555A7.2","CTD-2555A7.2","ENSG00000256982",NA
"RP11-551L14.8","RP11-551L14.8","ENSG00000256984",NA
"FAM166AP2","FAM166AP2","ENSG00000256986",NA
"RP11-428G5.7","RP11-428G5.7","ENSG00000256987",NA
"RP11-234B24.4","RP11-234B24.4","ENSG00000256988",NA
"ENSG00000256989","ENSG00000256989","ENSG00000256989",NA
"RP11-871F6.3","RP11-871F6.3","ENSG00000256994",NA
"RP11-114G22.1","RP11-114G22.1","ENSG00000256995",NA
"RP13-820C6.2","RP13-820C6.2","ENSG00000257000",NA
"AP000438.2","AP000438.2","ENSG00000257002",NA
"RP11-180M15.3","RP11-180M15.3","ENSG00000257004",NA
"RP11-972L6.2","RP11-972L6.2","ENSG00000257005",NA
"GPR142","GPR142","ENSG00000257008",350383
"RP11-685B13.2","RP11-685B13.2","ENSG00000257009",NA
"ENSG00000257010","ENSG00000257010","ENSG00000257010",NA
"RP11-60C6.6","RP11-60C6.6","ENSG00000257012",NA
"SLC25A39P2","SLC25A39P2","ENSG00000257016",NA
"HP","HP","ENSG00000257017",3240
"ENSG00000257019","ENSG00000257019","ENSG00000257019",NA
"HSPE1P20","HSPE1P20","ENSG00000257021",NA
"RP11-729I10.2","RP11-729I10.2","ENSG00000257022",NA
"RP11-268P4.4","RP11-268P4.4","ENSG00000257023",NA
"RP11-553N19.1","RP11-553N19.1","ENSG00000257025",NA
"ENSG00000257026","ENSG00000257026","ENSG00000257026",NA
"RP11-705C15.3","RP11-705C15.3","ENSG00000257027",NA
"ENSG00000257028","ENSG00000257028","ENSG00000257028",NA
"ENSG00000257033","ENSG00000257033","ENSG00000257033",NA
"ENSG00000257034","ENSG00000257034","ENSG00000257034",NA
"RP11-351O2.2","RP11-351O2.2","ENSG00000257035",NA
"RARSP1","RARSP1","ENSG00000257037",NA
"RP11-800A3.7","RP11-800A3.7","ENSG00000257038",NA
"ENSG00000257040","ENSG00000257040","ENSG00000257040",NA
"RP11-993B23.3","RP11-993B23.3","ENSG00000257042",NA
"RP11-137N23.1","RP11-137N23.1","ENSG00000257043",NA
"RP11-486F17.1","RP11-486F17.1","ENSG00000257045",NA
"RP11-545J16.1","RP11-545J16.1","ENSG00000257046",338821
"RP11-476M19.2","RP11-476M19.2","ENSG00000257048",NA
"RP11-881M11.2","RP11-881M11.2","ENSG00000257052",NA
"Z98941.1","Z98941.1","ENSG00000257053",NA
"RP11-966I7.2","RP11-966I7.2","ENSG00000257056",105370424
"C11orf97","C11orf97","ENSG00000257057",643037
"RP11-864I4.4","RP11-864I4.4","ENSG00000257058",NA
"RP11-266O8.1","RP11-266O8.1","ENSG00000257060",NA
"ENSG00000257061","ENSG00000257061","ENSG00000257061",NA
"RP11-125O5.2","RP11-125O5.2","ENSG00000257062",NA
"RP3-468K18.5","RP3-468K18.5","ENSG00000257065",NA
"AP000797.4","AP000797.4","ENSG00000257067",NA
"KCNK4-TEX40","KCNK4-TEX40","ENSG00000257069",106780802
"RP11-667M19.4","RP11-667M19.4","ENSG00000257070",NA
"ENSG00000257073","ENSG00000257073","ENSG00000257073",NA
"RPL29P33","RPL29P33","ENSG00000257074",NA
"RPEP6","RPEP6","ENSG00000257075",NA
"RP3-461F17.2","RP3-461F17.2","ENSG00000257078",NA
"RP11-123O10.3","RP11-123O10.3","ENSG00000257083",NA
"U47924.27","U47924.27","ENSG00000257084",105369635
"RP11-783K16.13","RP11-783K16.13","ENSG00000257086",NA
"RP11-136I14.3","RP11-136I14.3","ENSG00000257087",NA
"ENSG00000257088","ENSG00000257088","ENSG00000257088",NA
"KIAA1147 (ENSG00000257093)","KIAA1147 (ENSG00000257093)","ENSG00000257093",57189
"RP11-50I19.1","RP11-50I19.1","ENSG00000257094",NA
"RP11-364C11.2","RP11-364C11.2","ENSG00000257095",NA
"AE000658.22","AE000658.22","ENSG00000257096",NA
"CLIP1-AS1","CLIP1-AS1","ENSG00000257097",NA
"LRRC37A13P","LRRC37A13P","ENSG00000257101",NA
"LSM14A (ENSG00000257103)","LSM14A (ENSG00000257103)","ENSG00000257103",26065
"RP11-259O18.4","RP11-259O18.4","ENSG00000257105",NA
"NHLRC4","NHLRC4","ENSG00000257108",283948
"OR4F28P","OR4F28P","ENSG00000257109",NA
"ENSG00000257110","ENSG00000257110","ENSG00000257110",NA
"RP11-274M17.2","RP11-274M17.2","ENSG00000257113",NA
"RP11-25I15.3","RP11-25I15.3","ENSG00000257114",105369739
"OR11H12","OR11H12","ENSG00000257115",440153
"EEF1B2P4","EEF1B2P4","ENSG00000257119",NA
"CTD-2503I6.1","CTD-2503I6.1","ENSG00000257120",NA
"RP11-129B9.2","RP11-129B9.2","ENSG00000257121",NA
"RRN3P3","RRN3P3","ENSG00000257122",NA
"ENSG00000257123","ENSG00000257123","ENSG00000257123",NA
"RP11-384P14.1","RP11-384P14.1","ENSG00000257124",NA
"KRT127P","KRT127P","ENSG00000257125",NA
"FOXG1-AS1","FOXG1-AS1","ENSG00000257126",NA
"CLLU1","CLLU1","ENSG00000257127",574028
"RP11-2A1.1","RP11-2A1.1","ENSG00000257128",NA
"RP11-554D14.1","RP11-554D14.1","ENSG00000257129",NA
"RP11-320M2.1","RP11-320M2.1","ENSG00000257135",NA
"C12orf80","C12orf80","ENSG00000257137",NA
"TAS2R38","TAS2R38","ENSG00000257138",5726
"RP11-320P7.2","RP11-320P7.2","ENSG00000257139",NA
"RP11-554D14.7","RP11-554D14.7","ENSG00000257141",NA
"RP11-536C10.19","RP11-536C10.19","ENSG00000257142",NA
"RP11-813P10.1","RP11-813P10.1","ENSG00000257146",NA
"ENSG00000257147","ENSG00000257147","ENSG00000257147",NA
"ENSG00000257148","ENSG00000257148","ENSG00000257148",NA
"ENSG00000257149","ENSG00000257149","ENSG00000257149",NA
"PGAM1P5","PGAM1P5","ENSG00000257150",100132594
"PWAR6","PWAR6","ENSG00000257151",NA
"ENSG00000257153","ENSG00000257153","ENSG00000257153",NA
"ENSG00000257154","ENSG00000257154","ENSG00000257154",NA
"CTD-2213F21.3","CTD-2213F21.3","ENSG00000257155",NA
"RP11-13A1.3","RP11-13A1.3","ENSG00000257156",NA
"RP11-528M18.3","RP11-528M18.3","ENSG00000257157",NA
"ENSG00000257158","ENSG00000257158","ENSG00000257158",NA
"RP11-58A17.3 (ENSG00000257159)","RP11-58A17.3 (ENSG00000257159)","ENSG00000257159",NA
"ENSG00000257160","ENSG00000257160","ENSG00000257160",NA
"MED15P6","MED15P6","ENSG00000257162",NA
"RP11-25I15.2","RP11-25I15.2","ENSG00000257164",105369738
"RP11-171L9.1","RP11-171L9.1","ENSG00000257165",NA
"TMPO-AS1","TMPO-AS1","ENSG00000257167",100128191
"ENSG00000257168","ENSG00000257168","ENSG00000257168",NA
"RP11-117N2.2","RP11-117N2.2","ENSG00000257169",NA
"ENSG00000257170","ENSG00000257170","ENSG00000257170",NA
"RP11-754I20.3","RP11-754I20.3","ENSG00000257171",NA
"ENSG00000257172","ENSG00000257172","ENSG00000257172",NA
"AK6P2","AK6P2","ENSG00000257173",NA
"RP11-536C10.12","RP11-536C10.12","ENSG00000257175",NA
"RP11-996F15.2","RP11-996F15.2","ENSG00000257176",100506606
"ENSG00000257177","ENSG00000257177","ENSG00000257177",NA
"MIR10A","MIR10A","ENSG00000257178",NA
"HMGN2P6","HMGN2P6","ENSG00000257179",NA
"RP11-509E10.1","RP11-509E10.1","ENSG00000257180",NA
"RP11-611O2.5","RP11-611O2.5","ENSG00000257181",NA
"ENSG00000257182","ENSG00000257182","ENSG00000257182",NA
"RP11-274M17.3","RP11-274M17.3","ENSG00000257183",NA
"HOXA10-HOXA9","HOXA10-HOXA9","ENSG00000257184",NA
"RP11-626P14.2","RP11-626P14.2","ENSG00000257185",NA
"ENSG00000257187","ENSG00000257187","ENSG00000257187",NA
"ENSG00000257188","ENSG00000257188","ENSG00000257188",NA
"ENSG00000257189","ENSG00000257189","ENSG00000257189",NA
"ENSG00000257190","ENSG00000257190","ENSG00000257190",NA
"RP11-390N6.1","RP11-390N6.1","ENSG00000257191",NA
"ENSG00000257192","ENSG00000257192","ENSG00000257192",NA
"RP11-818F20.4","RP11-818F20.4","ENSG00000257193",NA
"RP11-567C2.1","RP11-567C2.1","ENSG00000257194",NA
"HNRNPA1P50","HNRNPA1P50","ENSG00000257195",NA
"FAM205BP","FAM205BP","ENSG00000257198",NA
"RP11-669B18.1","RP11-669B18.1","ENSG00000257199",NA
"RP11-512N21.3","RP11-512N21.3","ENSG00000257202",NA
"ENSG00000257206","ENSG00000257206","ENSG00000257206",NA
"AC108938.5","AC108938.5","ENSG00000257207",NA
"NACAP3","NACAP3","ENSG00000257210",NA
"ENSG00000257211","ENSG00000257211","ENSG00000257211",NA
"ENSG00000257212","ENSG00000257212","ENSG00000257212",NA
"ENSG00000257213","ENSG00000257213","ENSG00000257213",NA
"CR847794.1","CR847794.1","ENSG00000257215",NA
"ENSG00000257216","ENSG00000257216","ENSG00000257216",NA
"ENSG00000257217","ENSG00000257217","ENSG00000257217",NA
"GATC","GATC","ENSG00000257218",283459
"RP11-54A9.1","RP11-54A9.1","ENSG00000257219",105369848
"RP11-136F16.2","RP11-136F16.2","ENSG00000257220",NA
"MIR4496","MIR4496","ENSG00000257221",NA
"RP11-554E23.4","RP11-554E23.4","ENSG00000257222",NA
"ENSG00000257223","ENSG00000257223","ENSG00000257223",NA
"RP11-536C10.9","RP11-536C10.9","ENSG00000257224",NA
"RP11-328C8.4","RP11-328C8.4","ENSG00000257225",NA
"CTD-2252P21.1","CTD-2252P21.1","ENSG00000257226",NA
"ENSG00000257227","ENSG00000257227","ENSG00000257227",NA
"RP11-413B19.2","RP11-413B19.2","ENSG00000257228",NA
"RP11-272B17.2","RP11-272B17.2","ENSG00000257230",NA
"DYNLL1P4","DYNLL1P4","ENSG00000257231",NA
"DPCR1 (ENSG00000257232)","DPCR1 (ENSG00000257232)","ENSG00000257232",135656
"ENSG00000257233","ENSG00000257233","ENSG00000257233",NA
"RP11-848D3.5","RP11-848D3.5","ENSG00000257235",NA
"ENSG00000257236","ENSG00000257236","ENSG00000257236",NA
"RP11-554L12.2","RP11-554L12.2","ENSG00000257237",NA
"ENSG00000257238","ENSG00000257238","ENSG00000257238",NA
"RP11-630C16.2","RP11-630C16.2","ENSG00000257239",NA
"ENSG00000257240","ENSG00000257240","ENSG00000257240",NA
"RP11-611E13.3","RP11-611E13.3","ENSG00000257241",NA
"LINC01619","LINC01619","ENSG00000257242",256021
"RP11-133N21.7","RP11-133N21.7","ENSG00000257243",NA
"ENSG00000257245","ENSG00000257245","ENSG00000257245",NA
"PHBP19","PHBP19","ENSG00000257246",NA
"ENSG00000257247","ENSG00000257247","ENSG00000257247",NA
"ENSG00000257248","ENSG00000257248","ENSG00000257248",NA
"ENSG00000257249","ENSG00000257249","ENSG00000257249",NA
"ENSG00000257251","ENSG00000257251","ENSG00000257251",NA
"RP11-486A14.2","RP11-486A14.2","ENSG00000257252",NA
"RP11-70F11.7","RP11-70F11.7","ENSG00000257253",NA
"RP11-210L7.1","RP11-210L7.1","ENSG00000257254",NA
"ENSG00000257255","ENSG00000257255","ENSG00000257255",NA
"RP3-405J10.4","RP3-405J10.4","ENSG00000257256",NA
"RP11-946L16.1","RP11-946L16.1","ENSG00000257258",NA
"RP11-767I20.1","RP11-767I20.1","ENSG00000257259",101927653
"ENSG00000257260","ENSG00000257260","ENSG00000257260",NA
"RP11-96H19.1","RP11-96H19.1","ENSG00000257261",NA
"RP11-776A13.1","RP11-776A13.1","ENSG00000257262",NA
"ENSG00000257263","ENSG00000257263","ENSG00000257263",NA
"MIR3179-1","MIR3179-1","ENSG00000257264",NA
"CTD-2021H9.1","CTD-2021H9.1","ENSG00000257265",NA
"ENSG00000257266","ENSG00000257266","ENSG00000257266",NA
"ZNF271P","ZNF271P","ENSG00000257267",10778
"RP1-74B13.2","RP1-74B13.2","ENSG00000257268",NA
"RP11-521B24.5","RP11-521B24.5","ENSG00000257270",NA
"KIRREL3-AS1","KIRREL3-AS1","ENSG00000257271",NA
"RP11-317N8.3","RP11-317N8.3","ENSG00000257272",NA
"ENSG00000257273","ENSG00000257273","ENSG00000257273",NA
"RP11-164H13.1","RP11-164H13.1","ENSG00000257275",NA
"ENSG00000257276","ENSG00000257276","ENSG00000257276",NA
"RP11-434H14.1","RP11-434H14.1","ENSG00000257277",NA
"ENSG00000257278","ENSG00000257278","ENSG00000257278",NA
"RP11-231I16.1","RP11-231I16.1","ENSG00000257279",100506551
"RP11-1K3.1","RP11-1K3.1","ENSG00000257281",NA
"RP11-1060G2.1","RP11-1060G2.1","ENSG00000257283",105369911
"RP11-190J23.1","RP11-190J23.1","ENSG00000257284",NA
"RP11-298I3.1","RP11-298I3.1","ENSG00000257285",101926933
"RP11-545P7.4","RP11-545P7.4","ENSG00000257286",NA
"RP11-98E6.1","RP11-98E6.1","ENSG00000257287",NA
"RP11-557F20.2 (ENSG00000257288)","RP11-557F20.2 (ENSG00000257288)","ENSG00000257288",NA
"RP11-611O2.6","RP11-611O2.6","ENSG00000257289",NA
"FAM166AP9","FAM166AP9","ENSG00000257292",NA
"RP11-316A16.1","RP11-316A16.1","ENSG00000257294",NA
"ENSG00000257295","ENSG00000257295","ENSG00000257295",NA
"RP11-701B6.1","RP11-701B6.1","ENSG00000257296",NA
"RP3-405J10.3","RP3-405J10.3","ENSG00000257298",NA
"ENSG00000257299","ENSG00000257299","ENSG00000257299",NA
"HAUS8P1","HAUS8P1","ENSG00000257300",NA
"ENSG00000257301","ENSG00000257301","ENSG00000257301",NA
"FAHD2P1","FAHD2P1","ENSG00000257302",NA
"RP11-977G19.11","RP11-977G19.11","ENSG00000257303",NA
"ENSG00000257305","ENSG00000257305","ENSG00000257305",NA
"RP11-317N8.4","RP11-317N8.4","ENSG00000257307",NA
"RP11-471N19.1","RP11-471N19.1","ENSG00000257308",NA
"RP11-496I2.2","RP11-496I2.2","ENSG00000257310",NA
"ENSG00000257311","ENSG00000257311","ENSG00000257311",NA
"ENSG00000257313","ENSG00000257313","ENSG00000257313",NA
"ENSG00000257314","ENSG00000257314","ENSG00000257314",NA
"ZBED6","ZBED6","ENSG00000257315",100381270
"RP11-267D19.2","RP11-267D19.2","ENSG00000257316",NA
"ENSG00000257318","ENSG00000257318","ENSG00000257318",NA
"RP11-478B9.1","RP11-478B9.1","ENSG00000257319",NA
"ENSG00000257320","ENSG00000257320","ENSG00000257320",NA
"ENSG00000257321","ENSG00000257321","ENSG00000257321",NA
"RP11-511B23.2","RP11-511B23.2","ENSG00000257322",NA
"RP11-361A23.1","RP11-361A23.1","ENSG00000257323",NA
"ENSG00000257324","ENSG00000257324","ENSG00000257324",NA
"RP11-263E1.1","RP11-263E1.1","ENSG00000257325",NA
"ENSG00000257326","ENSG00000257326","ENSG00000257326",NA
"RP11-650K20.3","RP11-650K20.3","ENSG00000257327",NA
"ENSG00000257328","ENSG00000257328","ENSG00000257328",NA
"RP11-290L1.5","RP11-290L1.5","ENSG00000257329",NA
"RP11-478B9.3","RP11-478B9.3","ENSG00000257331",NA
"HNRNPA1P69","HNRNPA1P69","ENSG00000257332",NA
"ENSG00000257333","ENSG00000257333","ENSG00000257333",NA
"ENSG00000257334","ENSG00000257334","ENSG00000257334",NA
"MGAM","MGAM","ENSG00000257335",8972
"PRELID2P1","PRELID2P1","ENSG00000257336",NA
"RP11-983P16.4","RP11-983P16.4","ENSG00000257337",283335
"ENSG00000257338","ENSG00000257338","ENSG00000257338",NA
"ENSG00000257339","ENSG00000257339","ENSG00000257339",NA
"ENSG00000257340","ENSG00000257340","ENSG00000257340",NA
"AL928654.7","AL928654.7","ENSG00000257341",NA
"RP11-571M6.7","RP11-571M6.7","ENSG00000257342",NA
"RP11-641A6.8","RP11-641A6.8","ENSG00000257343",NA
"RP11-511B23.1","RP11-511B23.1","ENSG00000257345",NA
"RP11-386G11.8","RP11-386G11.8","ENSG00000257346",NA
"ENSG00000257348","ENSG00000257348","ENSG00000257348",NA
"RP11-616L12.4","RP11-616L12.4","ENSG00000257350",NA
"ENSG00000257351","ENSG00000257351","ENSG00000257351",NA
"RP11-631N16.2","RP11-631N16.2","ENSG00000257354",NA
"CTD-2006C1.10","CTD-2006C1.10","ENSG00000257355",NA
"BNIP3P6","BNIP3P6","ENSG00000257356",NA
"ENSG00000257357","ENSG00000257357","ENSG00000257357",NA
"RP11-780K2.1","RP11-780K2.1","ENSG00000257359",NA
"RP11-74K11.1","RP11-74K11.1","ENSG00000257360",NA
"ENSG00000257361","ENSG00000257361","ENSG00000257361",NA
"ENSG00000257362","ENSG00000257362","ENSG00000257362",NA
"ENSG00000257363","ENSG00000257363","ENSG00000257363",NA
"VENTXP3","VENTXP3","ENSG00000257364",NA
"FNTB","FNTB","ENSG00000257365",2342
"MIR3180-2 (ENSG00000257366)","MIR3180-2 (ENSG00000257366)","ENSG00000257366",NA
"RP11-438E8.2","RP11-438E8.2","ENSG00000257368",NA
"ENSG00000257369","ENSG00000257369","ENSG00000257369",NA
"RP11-547C5.2","RP11-547C5.2","ENSG00000257373",NA
"ENSG00000257374","ENSG00000257374","ENSG00000257374",NA
"RP11-328C8.2","RP11-328C8.2","ENSG00000257376",NA
"ENSG00000257377","ENSG00000257377","ENSG00000257377",NA
"RP11-469H8.8","RP11-469H8.8","ENSG00000257378",NA
"RP11-793H13.8","RP11-793H13.8","ENSG00000257379",NA
"MIR3179-2","MIR3179-2","ENSG00000257381",100422886
"ENSG00000257382","ENSG00000257382","ENSG00000257382",NA
"ENSG00000257383","ENSG00000257383","ENSG00000257383",NA
"RP11-644F5.12","RP11-644F5.12","ENSG00000257384",NA
"RP11-56G10.2","RP11-56G10.2","ENSG00000257386",NA
"RP11-153F5.3","RP11-153F5.3","ENSG00000257389",NA
"RP11-762I7.5","RP11-762I7.5","ENSG00000257390",NA
"MIR3180-4 (ENSG00000257391)","MIR3180-4 (ENSG00000257391)","ENSG00000257391",NA
"RP11-554D14.5","RP11-554D14.5","ENSG00000257392",NA
"ENSG00000257393","ENSG00000257393","ENSG00000257393",NA
"ENSG00000257394","ENSG00000257394","ENSG00000257394",NA
"RP11-597A11.2","RP11-597A11.2","ENSG00000257395",NA
"ENSG00000257396","ENSG00000257396","ENSG00000257396",NA
"RP11-554D14.6","RP11-554D14.6","ENSG00000257398",NA
"ENSG00000257399","ENSG00000257399","ENSG00000257399",NA
"RP11-778J16.3","RP11-778J16.3","ENSG00000257400",NA
"KRT126P","KRT126P","ENSG00000257402",NA
"CTD-2547E10.3","CTD-2547E10.3","ENSG00000257403",NA
"RP11-153F5.2","RP11-153F5.2","ENSG00000257404",NA
"RP11-609L23.2","RP11-609L23.2","ENSG00000257405",NA
"RP11-1028N23.4","RP11-1028N23.4","ENSG00000257407",NA
"RP11-645C24.4","RP11-645C24.4","ENSG00000257408",NA
"RP11-2H8.2","RP11-2H8.2","ENSG00000257410",NA
"RP11-603J24.9","RP11-603J24.9","ENSG00000257411",NA
"ENSG00000257412","ENSG00000257412","ENSG00000257412",NA
"ENSG00000257413","ENSG00000257413","ENSG00000257413",NA
"OR6C73P","OR6C73P","ENSG00000257414",NA
"RP11-626I20.1","RP11-626I20.1","ENSG00000257415",NA
"ENSG00000257416","ENSG00000257416","ENSG00000257416",NA
"ENSG00000257418","ENSG00000257418","ENSG00000257418",NA
"ENSG00000257420","ENSG00000257420","ENSG00000257420",NA
"ENSG00000257421","ENSG00000257421","ENSG00000257421",NA
"ENSG00000257423","ENSG00000257423","ENSG00000257423",NA
"ENSG00000257425","ENSG00000257425","ENSG00000257425",NA
"RP11-554D14.3","RP11-554D14.3","ENSG00000257426",NA
"ENSG00000257427","ENSG00000257427","ENSG00000257427",NA
"ENSG00000257428","ENSG00000257428","ENSG00000257428",NA
"RP11-272K23.3","RP11-272K23.3","ENSG00000257429",NA
"RP11-263K4.3","RP11-263K4.3","ENSG00000257431",NA
"RP11-244H18.4","RP11-244H18.4","ENSG00000257432",NA
"RP1-197B17.3","RP1-197B17.3","ENSG00000257433",NA
"RP11-81K13.1","RP11-81K13.1","ENSG00000257434",NA
"RP11-267D19.1","RP11-267D19.1","ENSG00000257435",NA
"ENSG00000257436","ENSG00000257436","ENSG00000257436",NA
"ENSG00000257437","ENSG00000257437","ENSG00000257437",NA
"RP11-114F10.3","RP11-114F10.3","ENSG00000257438",NA
"ENSG00000257440","ENSG00000257440","ENSG00000257440",NA
"RP11-150C16.1 (ENSG00000257443)","RP11-150C16.1 (ENSG00000257443)","ENSG00000257443",NA
"SETP7","SETP7","ENSG00000257444",NA
