"","SYMBOL","GSM3535477","GSM3535478","GSM3535479","GSM3535480","GSM3535481","GSM3535482"
"29345","TRAPPC4",1158,1167,1156,1311,1375,713
"29346","ATP5F1E",1952,1570,1703,1734,1734,918
"29347","PDE3B",21,28,27,6,14,3
"29348","PPME1",1902,1668,1626,6897,5172,3265
"29349","NOL7",2005,1647,1935,1975,1998,1350
"29350","HEMK1",652,897,745,763,960,535
"29351","PDE4A",854,1247,796,1084,1106,731
"29352","BIN2",0,1,5,3,1,0
"29353","ACTL6B",2,3,5,2,2,1
"29354","PDE4B",5323,3416,5479,4380,4147,3219
"29355","AMOTL2",1767,1679,1517,1411,2812,885
"29356","PRKAG2",1387,1248,1375,1350,1504,823
"29357","POLK",1382,1220,1530,771,1164,709
"29358","ZNF107",505,453,567,163,254,167
"29359","DDX41",2438,2510,2437,2225,2448,1351
"29360","SNX9",2102,2389,2547,1647,1919,1102
"29361","PDE4C",55,67,68,5299,3819,3541
"29362","SUCO",7205,7396,7951,5822,8813,5894
"29363","ANAPC5",4501,3804,4126,3479,3301,2213
"29364","ANAPC7",2486,2065,2284,2175,2233,1241
"29365","SCARA3",1396,1259,1303,936,907,566
"29366","MAGEC2",0,0,0,0,0,0
"29367","FAM8A1",1096,1038,1096,759,875,572
"29368","PDE4D",9,11,16,11,15,16
"29369","HPCAL4",18,14,12,1,2,2
"29370","YTHDF2",3861,3261,3503,3856,4039,2432
"29371","VGLL1",0,0,0,0,0,0
"29372","RNF138",1158,925,1240,554,597,438
"29373","IP6K2",2899,2405,2770,3960,3971,2544
"29374","PCYOX1",1681,2090,1884,1793,2456,1151
"29375","PDE6A",0,1,2,0,3,1
"29376","PRRX2",1491,1620,1426,2232,2308,1288
"29377","LCMT1",1028,959,1061,854,855,462
"29378","GULP1",637,602,597,166,279,186
"29379","REV1",1833,1569,1908,1875,2131,1279
"29380","RHCG",18,17,34,24,26,10
"29381","PDE6C",9,12,16,8,15,4
"29382","SFMBT1",17,47,20,14,43,5
"29383","GPR89B",402,342,415,278,291,177
"29384","UBE2J1",3908,3426,4233,2308,2340,1665
"29385","EVL",5404,5539,6300,4211,4385,2989
"29386","PDE6D",522,518,522,429,456,297
"29387","NAT8B",0,0,0,0,0,0
"29388","DCDC2",0,0,0,8,10,14
"29389","LIMA1",360,411,356,1059,1537,624
"29390","CABP2",0,0,0,0,0,0
"29391","ISYNA1",13778,17620,12671,20128,21462,13411
"29392","HSD17B7",141,86,175,281,173,152
"29393","ANKFY1",4387,4104,3989,4272,5934,2862
"29394","PDE6G",2,0,3,10,6,1
"29395","VCX2",0,0,1,0,0,1
"29396","VCX3A",0,0,1,0,0,0
"29397","PDE6H",0,0,0,0,0,0
"29398","SPOUT1",1434,1286,1368,1092,1152,650
"29399","NOP16",2957,2323,2618,3257,3091,1920
"29400","RTCB",3451,2586,3012,2472,2635,1514
"29401","HACD3",4309,3851,4140,3271,4148,2233
"29402","CTDSPL2",1909,1646,1665,797,1094,576
"29403","NELFCD",3626,2836,3361,3583,3390,2180
"29404","TRIAP1",1084,840,1096,4101,4082,2383
"29405","ATP5PB",5837,3702,5100,5690,5687,3385
"29406","PDE7A",430,481,463,311,369,240
"29407","HIKESHI",914,799,815,704,637,349
"29408","CWC15",983,767,909,1014,1078,590
"29409","TRMT112",3447,3120,3395,3898,4295,2136
"29410","UFC1",1763,1570,1673,1817,1777,1031
"29411","RTF2",3064,2393,2787,2740,2526,1527
"29412","PDE8A",2642,2400,2922,3168,3618,2102
"29413","CHMP5",2074,1699,2152,2429,2548,1372
"29414","GTSE1",2101,708,1579,21,16,9
"29415","ETV7",10,0,8,30,54,26
"29416","DTL",1190,959,848,14,6,13
"29417","NCKIPSD",1001,853,941,1096,1005,672
"29418","PDE9A",0,1,2,0,1,0
"29419","LARS1",13173,12432,12512,8355,9755,5986
"29420","TMEM14C",2894,2953,2742,9874,11099,5572
"29421","CXXC5",1173,1904,1219,1387,2010,811
"29422","TMEM138",785,624,744,528,642,327
"29423","OSER1",1420,823,1451,1252,1169,727
"29424","GSKIP",390,377,431,389,425,223
"29425","JKAMP",986,952,1012,852,1027,667
"29426","ANAPC11",2112,1703,1862,1911,1978,1176
"29427","PDE1B",0,0,0,0,2,1
"29428","ZC3HC1",1592,1213,1429,1050,1034,628
"29429","TRMO",390,322,442,431,498,322
"29430","PHF7",198,176,225,350,497,264
"29431","VTA1",1321,1022,1242,1387,1711,916
"29432","PPHLN1",2390,2076,2258,1745,2066,1297
"29433","MTFP1",683,415,597,400,430,250
"29434","ZCCHC17",1006,729,850,657,723,357
"29435","PDGFA",42,96,63,333,493,235
"29436","SCLY",589,428,518,423,430,278
"29437","VPS54",1262,1224,1363,788,1081,658
"29438","ZNF581",1933,2132,1972,3262,2943,1981
"29439","SIRT7",1167,544,1262,1513,1326,882
"29440","SIRT6",946,713,792,1061,997,581
"29441","PDGFB",232,134,184,47,68,18
"29442","CINP",650,567,622,606,600,315
"29443","RAB14",3457,3342,3326,3865,4277,2382
"29444","ACKR4",9,12,22,9,11,4
"29445","PEX5L",11,6,5,2,2,1
"29446","LGSN",21,6,18,46,35,25
"29447","NT5DC3",715,729,725,1074,1087,619
"29448","PDGFRA",144,179,155,178,182,107
"29449","RAB6B",152,302,141,633,982,373
"29450","IL23A",123,45,178,57,59,53
"29451","MBIP",666,552,677,369,375,271
"29452","HDAC7",1761,1875,1794,1225,1557,824
"29453","ARMCX3",0,0,0,0,1,1
"29454","TDP2",1300,1106,1268,1315,1418,788
"29455","UFM1",2921,2503,3139,2901,3341,2068
"29456","PDGFRL",28,58,55,15,21,12
"29457","CYRIB",2484,1902,2504,2182,2283,1403
"29458","GDE1",2488,1701,2227,4228,3972,2280
"29459","LARP7",1110,883,1263,762,1086,755
"29460","ESF1",1152,1151,1443,772,1481,942
"29461","PDE6B",7,4,8,21,19,11
"29462","AZIN1",5279,4550,4527,2714,3271,1877
"29463","PCF11",2130,1804,2857,1441,1881,1329
"29464","MED15",2285,1739,1963,2855,3157,1688
"29465","PIAS4",1586,1218,1520,1510,1496,966
"29466","PDGFRB",49,45,51,17,22,12
"29467","TRIM33",2140,1651,2338,1304,1937,1369
"29468","SRRT",3839,4326,3556,4411,4319,2610
"29469","NBAS",4491,4889,5678,2122,2860,1459
"29470","CUTA",3222,2362,2675,3278,2658,1696
"29471","LSR",1130,891,1179,1006,1204,671
"29472","ATP5MC1",1362,970,1205,1316,1168,705
"29473","PDHA1",3628,2745,3164,3400,3507,2038
"29474","LIPT1",166,144,196,168,218,140
"29475","NOP58",5962,4104,5991,2786,3337,2135
"29476","METTL13",2760,2591,2444,2388,2698,1453
"29477","PIGT",2614,2036,2613,2076,2229,1270
"29478","TRMT6",1287,1070,1265,1333,1431,894
"29479","ATP6V1H",2192,1054,2111,2671,1985,1628
"29480","GET4",2813,1553,2846,2943,2390,1718
"29481","PDHA2",1,0,1,1,2,1
"29482","DPH5",2375,2640,2168,1991,2421,1264
"29483","ERGIC3",5676,5299,5484,5627,5591,3201
"29484","TAF9B",737,590,752,459,565,333
"29485","NSG2",0,0,0,0,1,0
"29486","UBE2D4",232,305,260,263,352,171
"29487","PDHB",2971,2545,2618,2606,2512,1618
"29488","KLF13",938,1477,1377,2396,2781,1670
"29489","CCZ1",2619,1838,2569,2211,2095,1272
"29490","DYNC2LI1",239,404,350,200,293,141
"29491","SLC25A39",4572,4138,4417,7407,8064,4314
"29492","PDK1",629,418,755,261,214,201
"29493","LUC7L2",2930,1914,2883,1895,1990,1416
"29494","OTUD6B",680,581,711,428,574,325
"29495","RBMX2",1056,961,999,1124,1190,648
"29496","DHRS7",568,641,666,1803,1790,1047
"29497","RTRAF",3098,2864,3192,4487,4683,2523
"29498","SF3B6",2702,2595,2787,1651,1772,1071
"29499","PDK2",713,705,689,669,798,433
"29500","MRPL48",677,405,639,404,367,278
"29501","TMBIM4",2017,1578,1937,2040,2071,1265
"29502","PPIL1",2280,1862,1937,1372,1559,815
"29503","YPEL5",2117,1782,2541,3242,2841,2006
"29504","CIAO2B",2311,1899,1943,4273,4496,2455
"29505","MRPS23",2472,1916,2185,2513,2482,1341
"29506","PDK3",7,12,5,32,70,22
"29507","MRPS33",980,817,984,992,954,523
"29508","PTRH2",1968,1649,1969,1314,1271,812
"29509","CHMP3",2550,2518,2543,4315,5085,2774
"29510","CDK5RAP1",1377,935,1180,869,962,504
"29511","RASD1",41,71,54,176,161,82
"29512","STYXL1",683,639,690,501,556,275
"29513","GINS2",558,424,383,18,27,20
"29514","PDK4",9,0,8,11,3,3
"29515","MPC1",519,467,571,615,451,324
"29516","FKBP7",229,280,235,167,182,132
"29517","ZFR",8764,5827,8258,6194,7203,4194
"29518","ASB1",1543,1240,1507,1681,1949,1045
"29519","ASB4",0,0,0,0,0,0
"29520","NUB1",1985,2148,2110,1386,1826,961
"29521","HSPB11",389,362,323,453,486,273
"29522","SARAF",4868,3042,4573,3510,3309,2216
"29523","ENPP1",6,2,5,9,5,6
"29524","TPPP3",654,462,548,748,342,344
"29525","ASB2",45,46,51,400,306,179
"29526","PALS2",627,702,669,405,516,291
"29527","ENPP2",5,2,4,13,3,1
"29528","SUFU",391,504,410,407,520,304
"29529","OAZ3",346,293,311,344,348,197
"29530","ENPP3",0,0,1,0,0,0
"29531","LSM7",1615,1408,1570,3503,3780,2031
"29532","LSM8",1177,843,1202,696,691,453
"29533","CPSF3",1719,1720,1679,1053,1412,704
"29534","TRAPPC2L",1790,1243,1601,1752,1600,1004
"29535","HECA",34,30,40,68,66,40
"29536","VPS29",2119,1603,1959,1391,1384,839
"29537","ATP5MC2",6164,5501,5871,5994,5887,3368
"29538","PDPK1",3404,2982,2949,3257,3588,2083
"29539","CYB5R2",0,0,3,6,5,1
"29540","NLK",216,198,252,238,304,210
"29541","PADI3",4,4,3,41,65,16
"29542","ACSL5",5,7,14,4,4,5
"29543","GPRC5B",181,134,159,188,94,110
"29544","EMCN",0,0,0,0,0,0
"29545","CYB5R1",663,345,672,480,446,301
"29546","ZNF44",358,456,430,245,318,164
"29547","SELENOT",1993,1568,1650,1714,1707,993
"29548","RAB23",932,771,878,433,512,323
"29549","CES1P1",0,0,1,0,0,0
"29550","CAB39",2585,1962,2565,1962,2194,1345
"29551","SLC26A4",0,3,6,5,2,1
"29552","UIMC1",1983,1390,1850,2214,2056,1549
"29553","FBXO40",0,0,0,0,0,0
"29554","DNAJB11",2507,1502,2355,1781,1682,1178
"29555","CMPK1",3618,3079,3842,4627,4878,3074
"29556","POLR3K",777,566,560,452,522,270
"29557","WBP11",3738,2398,3083,1499,1667,1038
"29558","PDYN",0,0,0,2,2,0
"29559","UPB1",0,0,0,7,2,0
"29560","MSRB1",530,376,530,489,454,266
"29561","RAPGEF6",1105,1032,1371,495,942,541
"29562","GHRL",32,29,26,40,37,22
"29563","PDZK1",9,9,9,7,8,8
"29564","WWOX",102,137,105,172,185,95
"29565","ARID4B",1658,1403,1970,1065,1768,1139
"29566","CD244",0,0,0,0,0,0
"29567","LUC7L3",4338,5557,5748,3915,5787,3629
"29568","PECAM1",0,1,1,8,4,5
"29569","RTEL1",964,700,778,548,649,372
"29570","HIGD1B",9,8,8,7,10,1
"29571","ERAP1",1875,2594,2057,1743,2835,1188
"29572","TMEM8B",368,711,385,783,1008,431
"29573","CDK12",4589,3980,4247,3137,3962,2397
"29574","C9orf78",1799,1895,1792,3312,4142,1847
"29575","SERPINF1",8076,7240,8114,5118,5027,3179
"29576","SYT17",8,17,18,15,24,15
"29577","ATP8A2",8,9,3,243,427,190
"29578","RAB8B",661,586,740,560,902,435
"29579","INPP5K",944,804,930,995,938,559
"29580","GNG13",11,8,8,4,3,4
"29581","STK26",126,205,135,74,151,70
"29582","TM7SF3",2124,2237,2292,4669,5220,3191
"29583","RSF1",3142,2773,4483,1873,2919,2173
"29584","MAP3K20",4157,4404,4276,2611,3765,2163
"29585","MYOZ2",11,34,13,19,95,15
"29586","PEG3",235,214,224,632,1168,441
"29587","KDM3B",4752,4435,4474,3992,4903,2740
"29588","PENK",4029,598,3458,8710,1447,4558
"29589","ATP5MC3",4552,3491,3785,6585,6578,3628
"29590","ASIC5",2,0,1,2,1,0
"29591","SIX4",715,899,791,676,756,442
"29592","COQ3",316,261,294,358,374,207
"29593","CALML5",0,0,0,0,0,0
"29594","TUBA8",15,27,31,28,32,25
"29595","PHAX",2639,2105,2369,3291,3461,2160
"29596","GALNT7",690,882,930,526,788,500
"29597","ADA2",2,7,11,5,2,3
"29598","PEPD",2384,1668,2254,3167,3013,1926
"29599","PER1",1439,1046,1459,1013,1025,680
"29600","GATB",1323,1082,1250,1367,1525,809
"29601","PEX1",779,710,831,1156,1413,788
"29602","PEX6",550,1050,552,532,761,386
"29603","PEX7",295,321,257,290,296,139
"29604","PEX10",1296,1332,1391,1522,1558,901
"29605","PEX12",297,231,255,263,319,167
"29606","PEX13",1119,825,1000,739,726,408
"29607","PEX14",1080,950,1066,987,969,669
"29608","PF4",0,1,0,0,0,0
"29609","PF4V1",1,2,0,0,2,0
"29610","PFAS",4475,4223,3907,1902,2434,1265
"29611","CFP",13,8,15,7,9,13
"29612","ACP1",3995,3029,3718,2710,2619,1677
"29613","PFDN1",1831,1515,1695,1693,1605,843
"29614","PFDN2",3145,2407,2806,3057,3024,1831
"29615","PFDN4",1683,1242,1584,2472,2254,1447
"29616","PFDN5",2780,2838,2515,4368,4040,2188
"29617","ATP8B1",402,361,426,616,565,413
"29618","PFKFB1",21,29,11,9,17,12
"29619","PFKFB2",1628,873,1782,1332,1198,947
"29620","PFKFB3",2022,1520,1862,3747,3276,2177
"29621","ATP5ME",1524,1232,1299,1800,1745,906
"29622","PFKFB4",245,284,463,343,273,189
"29623","PFKL",3807,4284,3397,11508,11288,6840
"29624","VIT",0,0,0,0,0,0
"29625","PFKM",4794,3857,4060,3283,3403,2181
"29626","PFKP",13781,10589,11835,15664,16033,9750
"29627","PFN1",43128,34338,40348,34849,33794,20263
"29628","PFN2",4298,4383,4584,1591,2215,1082
"29629","CDK14",1,6,7,26,60,14
"29630","ATP5PF",2337,1708,2089,1951,1973,1115
"29631","PGA5",0,0,0,16,20,9
"29632","PGAM1",6353,3836,5971,6677,5572,3721
"29633","PGAM2",21,60,54,33,59,27
"29634","PGC",0,0,0,0,0,0
"29635","PGD",5264,3596,5805,9268,6973,5467
"29636","PGF",453,277,325,2603,2159,1360
"29637","PGGT1B",841,825,881,565,755,443
"29638","ATP6V1A",1858,1012,1809,1952,1976,1350
"29639","PGK1",13358,8865,12041,12674,12477,7313
"29640","PGK2",5,2,6,7,3,2
"29641","PGM1",1203,1371,1349,1667,1385,1025
"29642","PGM3",1431,1441,2094,1066,1272,884
"29643","PGM5",6,4,5,2,6,2
"29644","PGR",2,1,1,1,4,2
"29645","ABCB1",1,0,0,0,0,0
"29646","ABCB4",11,26,15,67,63,43
"29647","PHB1",6130,4653,5473,6559,6563,3474
"29648","ATP6V1B1",0,5,5,0,3,1
"29649","SLC25A3",17766,11491,15598,20109,19448,11491
"29650","PHEX",2,0,1,4,6,7
"29651","PHF1",1247,1073,1271,1439,1470,775
"29652","PHF2",2360,2358,2228,1609,2150,1114
"29653","PHKA1",1789,1415,1947,1128,890,906
"29654","PHKA2",1107,1224,1198,926,931,696
"29655","PHKB",1516,1351,1603,1132,1544,889
"29656","ATP6V1B2",4942,2948,5010,4135,4210,2749
"29657","PHKG1",1224,991,1146,831,880,518
"29658","PHKG2",758,625,748,517,531,340
"29659","PHYH",1894,1629,2036,2034,1947,1297
"29660","SERPINA1",16,25,6,37,41,9
"29661","PI3",0,0,0,1,5,0
"29662","SERPINA4",0,0,0,0,0,0
"29663","SERPINB5",1,0,0,239,217,70
"29664","SERPINB6",9917,8055,8805,4821,4643,2860
"29665","ATP6V0C",6508,3456,6003,9985,8556,5584
"29666","SERPINE2",2645,1664,2416,3011,2606,2047
"29667","SERPINB8",1939,1512,2126,1304,1285,844
"29668","SERPINB9",27,58,23,9,11,7
"29669","SERPINB10",1,0,0,0,6,2
"29670","SERPINI1",32,27,20,17,27,12
"29671","SERPINB13",1,0,1,0,1,0
"29672","SERPINI2",0,0,0,0,0,0
"29673","PIGA",264,141,329,130,106,81
"29674","PIGC",2073,1887,1760,1779,1840,1108
"29675","ATP6V1C1",3442,2154,3603,3354,3772,2529
"29676","PIGF",1477,959,1551,1391,1266,941
"29677","PIGH",292,220,305,198,204,117
"29678","PIGR",0,0,1,2,0,0
"29679","PIK3C2A",3371,2239,4556,1633,2267,1922
"29680","PIK3C2B",1169,999,1075,1019,1298,812
"29681","PIK3C2G",0,0,0,0,0,2
"29682","PIK3C3",1694,1386,1911,1275,1634,1020
"29683","ATP6V1E1",3607,2365,3589,5072,4779,2883
"29684","PIK3CA",2795,2151,3036,1244,1753,1115
"29685","PIK3CB",630,701,744,680,819,531
"29686","PIM1",1405,1460,1389,1475,1879,916
"29687","PIK3CD",154,150,214,864,874,472
"29688","PIK3CG",0,0,0,0,0,0
"29689","PIK3R1",678,857,765,1086,1679,817
"29690","PIK3R2",3820,4621,3448,6417,6316,4044
"29691","PI4KA",3965,2987,3662,3406,3889,2272
"29692","PI4KB",2615,2485,2273,3570,3918,2047
"29693","ACP2",1329,880,1137,637,579,350
"29694","PIN1",2013,1512,1737,1942,1775,1083
"29695","PIN1P1",6,0,6,0,6,0
"29696","PIN4",328,354,356,479,499,234
"29697","PIP",0,0,0,0,0,0
"29698","PIP4K2A",1048,1170,1167,839,1087,584
"29699","PITPNA",2642,2722,2601,2174,2560,1380
"29700","PITX1",2388,1722,1992,1364,1228,962
"29701","PITX2",2,1,2,9,5,2
"29702","PITX3",5,7,8,2,2,2
"29703","PKD1",16828,13146,16532,7813,7672,5592
"29704","PKD2",1609,1652,1807,1878,2342,1404
"29705","PKLR",12,12,9,13,23,8
"29706","PKHD1",1,0,0,0,0,0
"29707","PKM",33899,24161,29067,49604,46426,26834
"29708","PKNOX1",756,731,758,682,684,428
"29709","PKP1",0,0,0,0,1,1
"29710","PKP2",0,0,0,0,1,1
"29711","PLA2G1B",0,0,0,0,0,0
"29712","PLA2G2A",0,0,0,0,0,0
"29713","PLA2G4A",248,214,268,106,150,82
"29714","PLA2G5",0,0,0,0,0,1
"29715","PLAG1",704,668,760,240,264,254
"29716","PLAGL1",1459,1553,1909,570,630,460
"29717","PLAGL2",4422,2955,4299,1357,1483,959
"29718","PLAT",565,238,423,707,486,343
"29719","PLAU",4185,3575,3307,2734,2894,1317
"29720","PLAUR",315,349,336,497,685,286
"29721","ATP6V0B",3622,2014,3255,3453,3080,1874
"29722","PLCB2",13,25,7,5,16,8
"29723","PLCB3",2854,3142,2562,2412,2739,1488
"29724","PLCB4",1,0,0,5,3,2
"29725","PLCD1",337,439,366,2009,2107,1089
"29726","BCL11A",2,2,3,0,6,7
"29727","CPXCR1",0,0,0,1,2,0
"29728","BTBD1",5179,4796,4889,4136,4954,2882
"29729","PLCL1",2,3,2,0,3,2
"29730","SPA17",143,128,101,70,119,40
"29731","IL17D",626,933,758,466,483,348
"29732","NUDT9",746,685,649,694,708,370
"29733","CHIC1",381,416,529,397,590,353
"29734","TM6SF2",88,133,122,76,72,36
"29735","TM6SF1",135,141,162,78,103,64
"29736","UBASH3A",0,0,0,0,0,0
"29737","ZFYVE1",1304,640,1172,2316,2136,1334
"29738","PLCG1",1989,2067,2209,1803,2273,1283
"29739","LRP1B",12,9,6,10,5,10
"29740","PANK1",407,435,460,2655,3013,1611
"29741","SHC3",1,5,2,7,9,1
"29742","PLCG2",584,706,811,365,486,257
"29743","PLD1",33,57,39,10,22,17
"29744","NUP54",1647,1116,1466,863,952,577
"29745","TPCN1",999,976,961,722,859,480
"29746","PLD2",474,620,526,981,1227,624
"29747","PLEC",18780,18943,18847,37276,41649,23728
"29748","ATP6V1G2",29,29,39,21,24,10
"29749","PLG",0,2,1,1,2,1
"29750","CLIC5",1,1,1,0,0,1
"29751","STX18",870,684,806,611,670,363
"29752","PLEK",1,0,1,10,16,4
"29753","PLGLB2",5,7,8,8,9,0
"29754","PLGLB1",4,6,7,5,6,3
"29755","SERPINF2",6,13,15,39,23,20
"29756","PLIN1",4,10,4,7,7,5
"29757","PLK1",4424,958,2944,91,101,100
"29758","FXYD1",36,54,47,24,27,12
"29759","FXYD3",4,0,0,1,1,0
"29760","ATP6V0A1",2158,1372,1851,2692,2514,1554
"29761","PLN",0,1,3,2,1,0
"29762","PLOD1",7164,6733,5833,7513,8810,4298
"29763","PLOD2",4,9,8,1,16,1
"29764","PLP1",0,0,0,0,0,0
"29765","PLP2",4699,4315,4402,4893,4546,2720
"29766","PLRG1",3188,2238,2827,2148,2036,1313
"29767","PLS1",62,45,60,10,34,25
"29768","PLS3",2458,2026,2826,1391,1594,990
"29769","PLSCR1",997,985,1148,213,474,207
"29770","PLTP",13885,14007,16231,104395,113502,61754
"29771","PLXNA1",13241,17442,13730,31450,32697,18960
"29772","MBD3",5048,4249,4679,4849,4409,2950
"29773","ADAM22",120,207,119,29,75,40
"29774","PLXNA2",4,2,7,24,33,6
"29775","BCO1",4,3,0,1,2,0
"29776","PRKAG3",0,0,0,0,0,0
"29777","PTOV1",1750,1908,1728,2572,2706,1597
"29778","S1PR5",254,501,256,251,327,135
"29779","PLXNB1",484,561,584,4485,4467,2828
"29780","PLXNB3",171,145,172,5255,6286,3186
"29781","PMAIP1",41,61,24,124,195,56
"29782","PMCH",86,44,71,8,9,13
"29783","PNOC",59,21,45,69,33,35
"29784","PMCHL1",0,0,0,0,0,0
"29785","ATP6AP1",4217,2636,3756,3807,3481,2368
"29786","PMCHL2",0,0,1,0,0,0
"29787","PML",1346,1406,1260,3236,3631,1845
"29788","PMM1",2339,2038,2343,2477,2076,1213
"29789","PMM2",2119,1491,1935,1851,1813,1199
"29790","PMP2",0,0,0,0,0,0
"29791","PMP22",4211,3318,3461,4778,4764,2907
"29792","PMS1",1539,1502,1955,870,1168,823
"29793","PMS2P1",435,445,437,247,281,172
"29794","ATP7A",618,581,594,505,587,420
"29795","PMS2P2",84,90,121,62,87,55
"29796","PMS2P4",108,81,106,108,115,60
"29797","RIPPLY3",6,14,19,4,9,3
"29798","FXYD7",12,11,3,6,5,6
"29799","FXYD6",9,11,5,29,37,22
"29800","FXYD5",1085,1180,1135,1006,1193,548
"29801","FXYD4",13,1,10,1,1,0
"29802","P2RY13",0,0,0,0,0,0
"29803","PMS2P5",109,99,103,74,91,49
"29804","GPR84",37,80,39,3,5,5
"29805","IL20RA",1,1,0,2,0,0
"29806","IL20RB",608,425,590,92,113,98
"29807","FGFRL1",4685,3857,3610,5655,4576,3227
"29808","GPR87",0,0,0,0,2,0
"29809","C11orf24",1734,1715,1696,1920,2196,1124
"29810","TRIM34",1,5,0,1,1,2
"29811","CDHR5",38,31,38,36,65,34
"29812","CLDN22",83,60,95,63,71,45
"29813","COPG2IT1",3,11,17,4,4,5
"29814","PMS2P3",227,221,230,339,450,230
"29815","ATP5PO",4503,3262,3987,4153,4201,2462
"29816","MYO3A",0,0,0,0,0,0
"29817","DUOX1",22,51,35,42,54,29
"29818","RAB4B",226,216,220,277,297,165
"29819","RAB24",1214,940,1135,1311,1256,802
"29820","PELO",1032,663,950,1533,1309,850
"29821","SLCO1C1",13,15,11,31,45,22
"29822","EXOSC9",1167,792,961,437,548,355
"29823","PPIL3",512,471,528,358,411,329
"29824","EXOSC10",5609,4306,5288,9285,9260,6079
"29825","FTHL17",0,0,0,0,0,0
"29826","CNTN5",0,0,1,0,0,0
"29827","CSNK1G1",1987,1655,1892,3219,3892,1914
"29828","A4GALT",106,117,119,292,220,135
"29829","PMS2",2745,2674,2376,1206,1238,778
"29830","PRRX1",41709,40606,45225,28502,35246,22027
"29831","CPSF2",6835,5104,6659,4661,5389,3189
"29832","ACP5",15,15,7,50,94,46
"29833","ATP7B",1025,1242,1129,868,1071,643
"29834","BRWD1",2414,2369,3373,1607,3050,1923
"29835","SLC37A1",9,13,17,7,33,9
"29836","RBM11",1,1,3,2,0,0
"29837","PPP1R2P2",5,4,3,1,2,0
"29838","PCBP3",2,4,5,6,14,7
"29839","CYP4F29P",0,0,0,134,165,51
"29840","C21orf58",522,359,377,121,96,60
"29841","YBEY",848,955,795,921,1062,569
"29842","PNLIP",0,0,0,0,0,0
"29843","LINC00160",0,0,0,0,0,0
"29844","SMIM11",266,257,231,208,194,125
"29845","C21orf62-AS1",4,10,3,3,6,2
"29846","MIS18A",1086,648,805,151,174,86
"29847","PNLIPRP1",0,0,0,0,0,0
"29848","LINC00158",17,13,38,10,39,28
"29849","CHODL-AS1",0,0,0,0,0,0
"29850","PNLIPRP2",0,0,0,0,0,0
"29851","TSPEAR-AS1",386,353,507,671,723,434
"29852","TSPEAR",64,53,93,178,187,127
"29853","LINC00113",0,0,0,0,0,0
"29854","LINC00112",0,0,0,0,0,0
"29855","PNMT",0,0,0,0,0,0
"29856","LINC00111",0,0,0,0,0,0
"29857","SETD4",787,762,840,711,829,517
"29858","FAM3B",0,0,0,0,0,0
"29859","RIPK4",244,142,157,697,688,375
"29860","CLIC6",93,62,111,86,66,68
"29861","GSAP",2,1,0,0,2,2
"29862","TLR9",5,9,4,5,5,9
"29863","POLE3",1771,1335,1597,992,970,562
"29864","CHRAC1",1820,1723,1873,981,1269,741
"29865","PNN",4802,5078,6121,5058,6863,4729
"29866","GPR88",0,1,0,0,0,0
"29867","UBL3",1357,1316,1460,1288,1346,926
"29868","SEPTIN5",240,452,296,1525,2250,789
"29869","SEPTIN4",1,2,4,145,236,70
"29870","LINC00308",0,0,0,0,0,0
"29871","H2BC12L",334,240,323,365,438,228
"29872","CT45A6",0,1,1,1,2,0
"29873","CT45A1",0,0,0,2,0,4
"29874","LURAP1",254,212,187,295,352,237
"29875","BACH1-IT3",0,0,0,0,0,0
"29876","MIR4435-2HG",409,171,311,381,305,171
"29877","IL6-AS1",1,1,1,3,3,1
"29878","LOC541473",42,59,61,54,58,42
"29879","MRPL39",2395,1476,2014,2667,2646,1534
"29880","C21orf91",829,709,877,943,1218,781
"29881","C8orf58",395,379,379,533,493,305
"29882","EOLA2",739,730,799,934,912,578
"29883","DCUN1D1",1199,954,1285,1377,1807,992
"29884","NANS",1288,801,1190,923,663,500
"29885","PODXL",105,158,111,1185,1661,677
"29886","CYCS",6072,3623,5499,5474,5738,3210
"29887","ERRFI1",73332,55212,66938,44297,45237,29396
"29888","KCNK10",0,1,3,84,202,40
"29889","TREM2",0,1,0,78,147,42
"29890","TREM1",4,1,10,12,2,6
"29891","SNTG1",0,0,1,0,0,2
"29892","POLA1",1026,1064,769,317,695,314
"29893","SNTG2",0,0,0,0,1,0
"29894","POLB",621,519,612,542,505,273
"29895","POLD1",2072,1986,1802,655,785,435
"29896","POLD2",5617,4347,5044,2558,2439,1542
"29897","POLE",2312,1963,1980,468,643,319
"29898","POLE2",381,294,266,51,88,46
"29899","PCOTH",42,16,44,42,32,32
"29900","POLG",2577,2354,2327,2423,2764,1530
"29901","POLH",1388,1264,1215,6264,8467,3701
"29902","POLR2A",12955,8350,10994,12838,15928,8314
"29903","POLR2B",5570,4756,5890,4155,4820,3100
"29904","POLR2C",2986,2411,2572,2263,2488,1342
"29905","GPR173",2,3,7,4,2,1
"29906","GPR85",1,3,1,1,6,1
"29907","POLR2D",2634,2069,2213,2658,2863,1508
"29908","GNG2",2,0,2,3,5,3
"29909","GDAP1",648,473,754,364,365,254
"29910","POLR2E",6647,4773,5500,5245,4985,2962
"29911","DPM3",510,339,451,518,429,299
"29912","SOX18",4688,7673,5352,2750,2523,2051
"29913","UNC93A",0,0,0,0,0,0
"29914","POLR2F",1567,1181,1323,1942,1994,1008
"29915","POLR2G",1425,1247,1276,1387,1469,797
"29916","CYTL1",0,0,0,0,0,0
