"","SYMBOL","GSM1143672","GSM1143673","GSM1143674","GSM1143675"
"1873","MIR3684",0,0,0,0
"1874","MIR3913-2",0,0,0,0
"1875","MIR3672",0,0,0,0
"1876","MIR3926-1",0,0,0,0
"1877","MIR3622B",0,0,0,0
"1878","MIR3911",13,14,13,9
"1879","MIR3934",0,1,2,3
"1880","MIR3938",0,0,0,0
"1881","MIR3675",0,0,0,0
"1882","MIR3923",0,0,0,0
"1883","MIR3679",0,0,0,0
"1884","MIR3668",0,0,0,0
"1885","MIR3662",0,0,1,1
"1886","MIR3688-1",0,0,0,0
"1887","MIR3667",0,0,0,0
"1888","MIR550B1",0,0,0,0
"1889","MIR3681",0,0,0,0
"1890","MIR3925",0,0,0,0
"1891","MIR3683",0,0,0,0
"1892","MIR676",0,0,0,0
"1893","MIR3940",61,62,65,24
"1894","MIR3657",1,0,0,1
"1895","MIR3611",0,0,0,0
"1896","MIR3935",0,0,0,0
"1897","MIR3663",0,0,0,0
"1898","MIR3690",0,0,0,0
"1899","MIR548AA2",0,0,0,0
"1900","MIR3666",0,0,0,0
"1901","MIR3617",0,0,0,0
"1902","MIR3927",0,0,0,0
"1903","MIR3692",0,0,0,0
"1904","MIR3691",0,0,0,0
"1905","MIR3928",0,0,0,0
"1906","MIR3910-2",0,0,0,0
"1907","MIR3913-1",0,0,0,0
"1908","MIR3942",1,0,2,3
"1909","MIR3661",321,317,278,177
"1910","MIR3689B",0,0,0,0
"1911","MIR3150B",0,0,0,0
"1912","MIR3613",1,0,2,1
"1913","MIR3908",0,0,0,0
"1914","MIR3670-1",0,0,0,0
"1915","MIR3944",0,0,0,0
"1916","MIR3674",1,1,0,1
"1917","MIR3714",0,0,0,0
"1918","MIR3610",13,8,7,5
"1919","MIR3915",0,0,0,0
"1920","MIR3180-5",1,0,1,0
"1921","MIR3680-1",3,0,0,0
"1922","MIR3651",7,3,1,1
"1923","MIR548Y",0,0,0,0
"1924","MIR3914-2",0,0,0,0
"1925","CCDC179",0,0,0,0
"1926","IQCJ-SCHIP1",66,70,47,27
"1927","LINC01539",0,0,0,0
"1928","SYNE1-AS1",0,0,0,0
"1929","LINC01602",1,1,1,0
"1930","TEX48",3,1,22,3
"1931","PRKAG2-AS1",15,19,9,15
"1932","PCAT19",2,1,0,1
"1933","LOC100505498",0,0,0,0
"1934","TOX-DT",0,0,0,0
"1935","LOC100505502",0,0,0,0
"1936","LINC01723",0,0,0,0
"1937","EDNRB-AS1",0,0,0,0
"1938","LINC02520",0,0,0,1
"1939","LINC01301",2,1,2,2
"1940","GPR176-DT",4,2,2,4
"1941","ISM1-AS1",0,1,1,1
"1942","RBM26-AS1",9,12,4,5
"1943","SLIT1-AS1",0,0,0,0
"1944","LINC01095",0,0,0,0
"1945","LINC01208",0,0,0,0
"1946","ATP8B1-AS1",95,83,157,78
"1947","LOC100505555",7,5,8,3
"1948","GOLGA7B-DT",0,0,1,0
"1949","LINC00578",1,0,1,1
"1950","LINC02708",0,0,0,0
"1951","INAFM2",242,251,266,210
"1952","LINC00672",5,8,40,11
"1953","LINC00838",0,0,0,0
"1954",NA,5,4,6,0
"1955","LHX2-AS1",0,2,0,0
"1956","LRRC3C",1,0,0,0
"1957","GAPLINC",0,0,1,0
"1958","PARD3-DT",1,1,2,0
"1959","LINC02053",0,0,0,0
"1960","SNHG21",120,84,68,48
"1961","LINC00919",0,0,0,0
"1962","NDUFV1-DT",0,0,0,0
"1963","POU2F2-AS1",0,0,0,0
"1964","GTF3C2-AS1",244,218,241,134
"1965","LINC02102",0,1,1,0
"1966","LINC01133",0,1,0,1
"1967","DAAM2-AS1",0,0,0,0
"1968","MALINC1",70,60,44,47
"1969","FGD5-AS1",6572,6369,4916,3101
"1970","RAD51-AS1",28,27,82,39
"1971","DIAPH1-AS1",0,1,0,1
"1972","LINC00967",0,0,0,0
"1973","LINC01370",0,0,0,0
"1974","LOC100505664",1,2,4,1
"1975","DCST1-AS1",55,62,42,33
"1976","RRS1-DT",3,2,4,0
"1977","STARD4-AS1",76,68,74,44
"1978","UBE2Q2P16",1,3,2,1
"1979","NAPA-AS1",78,62,90,54
"1980","LINC01431",5,9,30,11
"1981","LOC100505685",0,0,0,0
"1982","LINC00888",119,102,126,94
"1983","FTO-IT1",7,7,11,7
"1984","SH3BP5-AS1",1507,1340,3966,2242
"1985","LINC01094",1,0,0,0
"1986","LOC100505711",0,0,0,0
"1987","LOC100505715",9,15,32,13
"1988","LOC100505716",3,2,2,6
"1989","LINC01592",0,0,0,0
"1990","KRTAP9-7",0,0,0,0
"1991","LOC100505728",26,31,24,14
"1992","LOC100505736",0,0,0,0
"1993","MIR4458HG",46,41,100,43
"1994","LINC01603",1,0,0,0
"1995","SPATA1",9,5,14,13
"1996","ITGB2-AS1",15,5,21,12
"1997","KRTAP16-1",0,0,0,0
"1998","PRMT5-AS1",590,546,455,332
"1999","C10orf95-AS1",369,307,333,186
"2000","SPDYE18",7,6,12,11
"2001","LINC01364",0,0,0,0
"2002","MHENCR",165,136,162,88
"2003","LOC100505774",0,2,2,0
"2004","LINC01541",0,0,0,0
"2005","LOC100505782",0,0,0,0
"2006","OSER1-DT",53,47,46,29
"2007","KIRREL1-IT1",0,0,0,0
"2008","PBX1-AS1",0,0,0,2
"2009","NETO1-DT",0,0,0,0
"2010","SNHG18",13,15,6,5
"2011","LINC02148",3,1,1,0
"2012","CARD8-AS1",21,15,31,9
"2013","LINC02582",0,0,0,0
"2014","LINC02805",0,0,0,0
"2015","STK4-DT",26,17,10,8
"2016","PROX1-AS1",0,0,0,0
"2017","LINC01532",0,0,0,0
"2018","SH3PXD2A-AS1",1,0,0,1
"2019","LOC100505841",0,0,0,0
"2020","ROPN1L-AS1",0,0,0,0
"2021","LOC100505851",3,2,2,2
"2022","LINC01898",0,0,0,0
"2023","APTR",236,200,207,126
"2024","LINC00920",1,2,1,1
"2025","CFAP58-DT",17,20,30,17
"2026","LOC100505874",0,0,0,0
"2027","LINC01088",0,0,0,0
"2028","CEBPZOS",1094,1007,1655,992
"2029","UBE2E2-DT",0,0,0,0
"2030","LINC02059",0,0,0,0
"2031","KIF25-AS1",0,0,0,0
"2032","MAGI2-AS3",2,0,0,0
"2033","LINC01672",0,0,1,0
"2034","SORCS3-AS1",0,0,0,0
"2035","SLIT2-IT1",0,0,0,0
"2036","TMEM161B-DT",36,33,29,20
"2037","LOC100505909",19,18,55,34
"2038","LOC100505912",0,0,0,0
"2039","LOC100505915",18,19,21,16
"2040","LOC100505918",0,0,0,0
"2041","LINC02036",2,3,26,12
"2042","GLCCI1-DT",3,1,9,3
"2043","LINC01549",0,0,0,0
"2044","ADD3-AS1",2,2,1,1
"2045","ICA1-AS1",77,56,175,91
"2046","LOC100505942",8,8,28,20
"2047","LINC02184",0,0,0,0
"2048","LINC01304",0,0,0,0
"2049","LINC00645",0,0,0,0
"2050","ENO1-AS1",4,11,12,10
"2051","LOC100505978",0,0,0,0
"2052","LINC02478",0,0,0,0
"2053","LOC100505985",0,0,0,0
"2054","SMIM31",0,0,0,0
"2055","TMEM210",4,4,6,2
"2056","LUCAT1",0,1,1,0
"2057","SOX1-OT",0,0,0,0
"2058","RTCA-AS1",0,5,8,4
"2059","PPP5D1P",21,29,35,14
"2060","APELA",0,0,0,0
"2061","LOC100506016",0,0,0,0
"2062","ARAP1-AS2",73,70,58,42
"2063","LINC02606",5,3,6,1
"2064","LOC100506023",12,15,7,6
"2065","CRPPA-AS1",5,1,1,2
"2066","PTOV1-AS1",119,156,156,127
"2067","LINC00989",0,0,0,0
"2068","CNNM3-DT",14,14,4,2
"2069","GAS5-AS1",64,55,102,62
"2070","LINC02580",0,0,0,0
"2071","LRRC72",0,0,0,0
"2072","LINC01005",0,0,0,0
"2073","RNASEH1-DT",312,272,220,138
"2074","SMG1P7",75,80,70,51
"2075","DACT3-AS1",1,3,3,1
"2076","RBFADN",4,4,4,4
"2077","LOC100506071",19,29,8,5
"2078","LOC100506076",8,11,11,14
"2079","LINC02749",2,3,8,3
"2080","DDX19A-DT",116,124,127,68
"2081","ARL17B",63,62,95,55
"2082","LINC02275",1,0,5,2
"2083","MACC1-DT",12,10,29,24
"2084","ZDHHC12-DT",175,200,307,188
"2085","LINC02382",0,0,0,0
"2086","SIX3-AS1",0,1,1,0
"2087","UVRAG-DT",4,7,16,4
"2088","PELATON",1,1,0,0
"2089","LINC01503",4,3,24,17
"2090","LINC02431",0,0,0,0
"2091","APPAT",7,8,12,13
"2092","LOC100506124",0,2,1,0
"2093","ADCY6-DT",6,4,6,2
"2094","LINC00867",1,0,1,0
"2095","GVQW3",221,267,131,119
"2096","TTC21B-AS1",1,1,1,1
"2097","RHOQ-AS1",7,3,6,4
"2098","TMEM35B",92,74,126,99
"2099","SRP54-AS1",2,8,6,9
"2100","LINC02470",0,0,0,0
"2101","TAF1A-AS1",34,18,60,25
"2102","HSFX1",6,4,5,5
"2103","LINC01568",0,0,0,0
"2104","RIPOR3-AS1",0,0,3,2
"2105","STEAP1B-AS1",0,0,0,0
"2106","LINC03001",0,0,0,0
"2107","LINC00963",285,242,585,272
"2108","LARGE-AS1",0,0,0,1
"2109","LOC100506207",24,25,29,22
"2110","MIR210HG",34,31,57,27
"2111","PAXBP1-AS1",16,27,27,24
"2112","LINC01093",0,0,2,1
"2113","RAB30-DT",285,314,403,253
"2114","LOC100506235",9,12,12,7
"2115","LOC100506236",0,0,0,0
"2116","NKX2-1-AS1",1,0,1,2
"2117","LL22NC01-81G9.3",0,0,0,1
"2118","KRBOX1",0,0,0,0
"2119","LOC100506253",3,0,5,2
"2120","SYT9-AS1",9,11,20,20
"2121","LOC100506271",0,0,1,0
"2122","LINC02492",11,13,15,8
"2123","LOC100506274",0,0,0,0
"2124","KRBOX1-AS1",0,0,0,0
"2125","LOC100506281",5,2,9,4
"2126","ANKRD42-DT",96,80,100,62
"2127","TBC1D8-AS1",30,30,28,14
"2128","LOC100506289",0,0,0,0
"2129","ID2-AS1",33,57,87,55
"2130","RBM33-DT",72,75,96,57
"2131","LINC00958",1,0,0,0
"2132","HOTAIRM1",7,3,9,9
"2133","GPRC5D-AS1",56,50,93,57
"2134",NA,3,2,2,1
"2135","LINC01988",0,0,0,0
"2136","LOC100506321",72,59,83,43
"2137","SP2-AS1",72,64,83,42
"2138","LINC01127",0,0,0,0
"2139","LINC00649",76,83,154,98
"2140","INKA2-AS1",12,18,51,38
"2141","ARSD-AS1",67,87,172,119
"2142","LOC100506358",1,0,1,0
"2143","OTUD6B-AS1",777,786,963,559
"2144","FZD4-DT",12,6,28,13
"2145","LINC02091",0,0,0,0
"2146","EDDM13",1,2,1,4
"2147","TTLL10-AS1",2,1,1,0
"2148","RNF32-DT",366,419,436,330
"2149","PHACTR3-AS1",0,0,0,0
"2150","LINC01426",3,1,2,4
"2151","RPH3AL-AS1",0,1,0,0
"2152","SLC16A1-AS1",7,11,3,2
"2153","LINC02398",0,0,0,0
"2154","GAS6-DT",13,10,13,6
"2155","LOC100506403",0,0,0,0
"2156","LOC100506405",0,0,1,0
"2157","CAPSL-DT",0,0,0,0
"2158","ELOVL2-AS1",9,10,17,10
"2159","MAP3K9-DT",137,121,328,168
"2160","LINC00871",1,0,0,1
"2161","DOCK4-AS1",0,0,0,1
"2162","PANTR1",0,0,0,0
"2163","LOC100506422",0,0,0,0
"2164","CBR3-AS1",173,128,293,185
"2165","LINC00648",10,10,10,27
"2166","SPAG5-AS1",333,352,403,294
"2167","ITPKB-IT1",0,0,0,0
"2168","LOC100506444",0,0,0,0
"2169","LOC100506446",1,0,3,0
"2170","RASSF8-AS1",15,14,17,17
"2171","MIR3681HG",0,0,0,0
"2172","SRD5A3-AS1",1,1,0,1
"2173","LINC01234",0,0,1,0
"2174","TMEM147-AS1",222,203,233,141
"2175","LINC01718",0,0,0,0
"2176","LOC100506472",15,11,10,5
"2177","C2orf49-DT",221,193,198,130
"2178","LOC100506474",0,0,0,0
"2179","EGFLAM-AS2",0,0,0,0
"2180","MIDEAS-AS1",21,22,40,25
"2181","LOC100506489",0,0,0,0
"2182","DSCAM-AS1",18780,19087,33652,19704
"2183","LIFR-AS1",77,64,130,89
"2184","CPVL-AS2",0,3,0,0
"2185","LINC02274",1,0,3,1
"2186","PRKCZ-AS1",9,12,19,12
"2187","MORC1-AS1",0,0,0,0
"2188",NA,1,0,3,4
"2189","LINC01176",13,14,28,21
"2190","C5orf64-AS1",0,0,0,0
"2191","LINC01007",0,0,0,0
"2192","LINC02349",0,0,0,0
"2193","LOC100506532",0,0,0,0
"2194","SPTY2D1OS",139,145,172,101
"2195","LINC01082",0,0,0,0
"2196","L3MBTL2-AS1",97,92,94,51
"2197","LOC100506551",46,28,40,23
"2198","NECTIN3-AS1",0,0,0,0
"2199","LOC100506563",1,0,1,1
"2200","THEGL",0,1,1,0
"2201","LINC02809",2,2,0,1
"2202","C16orf95",77,55,48,31
"2203","PTPRN2-AS1",1,1,0,1
"2204","PPP1R26-AS1",120,127,93,76
"2205","VASH1-AS1",99,89,114,79
"2206","LOC100506606",27,24,37,17
"2207",NA,3,2,1,1
"2208","LINC00540",0,0,0,0
"2209","PRKAR2A-AS1",8,14,30,21
"2210","LOC100506639",132,155,167,121
"2211","PXN-AS1",353,320,400,298
"2212","LINC02876",0,0,0,0
"2213","LCMT1-AS2",1,0,3,1
"2214","OCLN",1298,1361,1607,1003
"2215","DDX11-AS1",36,44,17,4
"2216","LOC100506664",0,0,0,0
"2217","NRAV",270,264,538,302
"2218","MRPS30-DT",4,2,3,2
"2219","LINC03031",1,0,0,0
"2220","AA06",0,0,0,0
"2221","TTLL1-AS1",4,2,5,6
"2222","SACS-AS1",0,0,0,0
"2223","JARID2-AS1",7,9,6,5
"2224","LINC03012",0,0,0,0
"2225","IQCH-AS1",183,160,296,166
"2226","LINC02982",2,1,4,0
"2227","LINC02985",3,6,6,6
"2228","PCAT6",24,23,127,77
"2229","LINC00327",0,1,3,1
"2230","LINC02308",0,0,0,0
"2231","EBLN3P",1340,1193,1913,1123
"2232","ALOX12-AS1",18,12,23,15
"2233","NUP50-DT",61,66,99,47
"2234","LINC00901",0,0,0,0
"2235","LINC03013",0,0,0,0
"2236","LOC100506730",56,50,46,51
"2237","FLRT2-AS1",1,0,0,0
"2238","FAM170B-AS1",0,0,0,0
"2239","SLFN12L",28,18,25,21
"2240","LINC01589",0,0,0,0
"2241","CASP12",0,0,0,0
"2242","AFF1-AS1",70,55,85,50
"2243","MGAT4FP",6,4,4,4
"2244","AGAP1-IT1",5,1,9,2
"2245","MAILR",22,21,32,19
"2246","MIR497HG",67,57,61,43
"2247","LINC00629",1,0,1,2
"2248","OR7E37P",6,5,10,5
"2249","IGSF11-AS1",0,0,0,0
"2250","C10orf71-AS1",0,0,0,0
"2251","LINC01353",1,3,0,4
"2252","TRG-AS1",0,2,2,1
"2253","TSPOAP1-AS1",340,351,476,252
"2254","HOXD-AS2",0,0,0,0
"2255","LINC01543",0,0,0,0
"2256","LOC100506790",1,0,0,0
"2257","LINC01511",3,0,0,3
"2258","LINC01354",0,1,2,0
"2259","THORLNC",3,2,2,2
"2260","ECE1-AS1",0,0,1,1
"2261","TMEM30A-DT",11,4,13,2
"2262","LINC01132",13,6,27,24
"2263","MYLK-AS1",58,70,84,46
"2264","LINC02475",0,0,1,0
"2265","GAS1RR",0,0,0,0
"2266","LINC00840",0,0,0,0
"2267","IQCF4P",0,0,1,0
"2268","GIHCG",8,12,11,12
"2269","LOC100506851",0,0,1,3
"2270","LOC100506858",0,0,0,0
"2271","LINC00513",1,0,6,2
"2272","TTN-AS1",63,67,117,87
"2273","LOC100506869",0,0,0,0
"2274","LINC00933",11,7,20,10
"2275","MKLN1-AS",8,14,29,10
"2276","LNC-LBCS",73,115,175,164
"2277","ELOA3DP",0,0,1,1
"2278","LUARIS",0,0,0,0
"2279","DAPK1-IT1",0,0,0,0
"2280","MAGOH2P",3,3,2,3
"2281","LL0XNC01-250H12.3",32,33,38,28
"2282","CFAP100-DT",0,0,0,0
"2283","CHRM3-AS2",0,0,0,0
"2284","MAP3K2-DT",25,38,30,21
"2285","LOC100506929",0,0,0,0
"2286","LINC00665",3,3,1,3
"2287","LOC100506937",0,0,0,0
"2288","PRKG1-AS1",44,38,60,38
"2289","ELOA-AS1",115,95,100,61
"2290","PWAR6",0,0,0,2
"2291","LOC100506974",0,1,0,0
"2292","NCMAP-DT",7,10,14,14
"2293","FAM86B2-DT",36,56,73,35
"2294","PTPRG-AS1",233,316,66,60
"2295","LINC02318",0,0,1,0
"2296","LOC100507002",33,42,19,17
"2297","GFY",0,0,0,0
"2298","LOC100507006",0,0,2,1
"2299","LINC00844",0,0,0,0
"2300","BMPR1B-DT",0,0,0,0
"2301","MRLN",0,0,1,1
"2302","TMCC1-DT",14,15,15,6
"2303","PITRM1-AS1",352,326,416,273
"2304","TUNAR",1,1,4,0
"2305","TPBGL",1,0,1,0
"2306","LOC100507053",7,14,83,49
"2307","LRCOL1",0,0,0,0
"2308","CCAT1",0,0,0,0
"2309","MELTF-AS1",83,56,45,23
"2310","LINC00845",0,0,1,0
"2311","LINC00703",0,0,0,0
"2312","PSMD6-AS2",80,96,100,71
"2313","TEX26-AS1",0,0,0,0
"2314","MSRB3-AS1",0,1,0,0
"2315","CLIP1-AS1",1,2,1,3
"2316","PIWIL2-DT",6,4,3,4
"2317","LINC01798",0,0,0,0
"2318","DLG1-AS1",12,21,19,10
"2319","PITPNM2-AS1",0,2,0,0
"2320","GIMD1",0,0,0,0
"2321","ADAMTS9-AS2",0,0,2,2
"2322","FRY-AS1",2,1,1,1
"2323","LINC02937",2,0,7,5
"2324","LINC00445",1,0,0,0
"2325","ASAP1-IT2",0,1,0,0
"2326","PRC1-AS1",486,470,61,50
"2327","LINC00707",0,0,0,0
"2328","SPART-AS1",0,0,1,0
"2329","LINC01792",3,0,4,1
"2330","LINC00708",0,0,0,0
"2331","CD44-DT",0,0,2,1
"2332","LOC100507156",4,4,5,2
"2333","LINC00709",0,0,0,0
"2334","CT47A12",0,0,0,0
"2335","BOLA3-DT",23,24,23,21
"2336","LINC01012",14,15,26,21
"2337","LINC02408",0,0,2,3
"2338","SLFNL1-AS1",25,25,31,22
"2339","LINC02525",0,0,0,0
"2340","LINC02384",0,0,0,0
"2341","LINC01815",0,0,0,0
"2342","SMLR1",0,0,0,0
"2343","LINC02740",0,0,0,0
"2344","LINC00943",0,0,0,0
"2345","LINC02000",0,0,0,0
"2346","CHASERR",1019,981,1300,852
"2347","RNF157-AS1",10,11,13,6
"2348","LOC100507221",0,0,0,0
"2349","VWA8-AS1",0,1,3,0
"2350","MAMDC2-AS1",0,2,0,1
"2351","SNHG16",1977,1685,2777,1421
"2352","LOC100507250",3,6,3,5
"2353","LINC01013",0,0,0,0
"2354","MEG9",0,0,2,1
"2355","MIR670HG",0,0,0,0
"2356","STX18-AS1",20,14,23,10
"2357","LINC01187",1,0,1,0
"2358","LINC01210",0,0,0,0
"2359","LINC02314",0,0,0,0
"2360","MSANTD2-AS1",2,4,4,6
"2361","ZNF865",535,517,556,417
"2362","COPB2-DT",19,26,41,53
"2363","TMEM44-AS1",77,69,149,58
"2364","SMC5-DT",15,15,17,16
"2365","ALKBH3-AS1",0,0,1,3
"2366","SNHG19",1524,1288,1644,781
"2367","TARID",0,0,0,0
"2368","MINCR",135,93,205,92
"2369","ERVK13-1",287,336,385,298
"2370","ZSWIM8-AS1",131,133,295,173
"2371","LOC100507334",0,0,1,0
"2372","LOC100507336",2,0,0,1
"2373","SMIM18",0,0,2,0
"2374","LOC100507346",10,16,10,7
"2375","VIM-AS1",30,30,67,52
"2376","LOC100507351",0,0,0,0
"2377","LINC01015",0,0,0,0
"2378","ADGRL1-AS1",110,95,108,69
"2379","LINC02882",1,0,1,1
"2380","KCNQ5-IT1",0,0,0,0
"2381","LOC100507384",0,0,0,0
"2382",NA,0,0,0,1
"2383","PARM1-AS1",0,0,0,0
"2384","LOC100507389",0,0,0,0
"2385","LINC01968",0,4,0,0
"2386","SENCR",0,0,0,0
"2387","LOC100507395",4,4,5,4
"2388","INTS6-AS1",12,13,8,6
"2389","LRP4-AS1",12,11,10,9
"2390","LOC100507403",6,7,7,4
"2391","TMLHE-AS1",6,6,14,11
"2392","LINC02539",0,0,0,0
"2393","C1QTNF1-AS1",0,0,0,1
"2394","LOC100507412",143,152,140,212
"2395","FAM220CP",19,20,29,22
"2396","MMP25-AS1",120,116,220,145
"2397","LINC01605",3,3,4,2
"2398","TMEM178B",902,693,1835,1074
"2399","MKNK1-AS1",23,25,37,22
"2400","LINC00458",0,0,0,0
"2401","LINC02551",0,0,1,0
"2402","ZNF571-AS1",6,8,6,9
"2403","DLGAP2-AS1",0,0,0,0
"2404","MICA",601,514,903,536
"2405","MTA1-DT",24,23,12,12
"2406","LOC100507443",0,0,0,0
"2407","ZNF213-AS1",161,115,175,110
"2408","NRSN2-AS1",77,73,205,120
"2409","LINC02032",0,0,0,0
"2410","CCDC28A-AS1",7,6,8,4
"2411","PSMB8-AS1",108,86,267,153
"2412","LOC100507464",0,0,0,0
"2413","DPH6-DT",4,8,0,1
"2414","CT66",1,3,2,0
"2415","GRID1-AS1",0,0,0,0
"2416","LOC100507472",10,7,12,9
"2417","IDH1-AS1",14,9,16,6
"2418","LINC02941",0,0,0,0
"2419","LINC02853",0,0,0,0
"2420","LINC02615",5,5,33,27
"2421","LINC01277",0,0,0,0
"2422","SDCBP2-AS1",26,26,47,27
"2423","EGFR-AS1",5,4,7,3
"2424","LINC01569",94,79,174,87
"2425","ECI2-DT",0,2,4,2
"2426","FAM131B-AS2",167,132,269,173
"2427","LOC100507513",0,0,0,1
"2428","LINC02984",75,96,591,316
"2429","LINC02733",0,0,0,0
"2430","ARHGEF26-AS1",9,5,18,13
"2431","THEG5",0,0,0,0
"2432","LINC00613",0,0,0,0
"2433","MCPH1-AS1",12,6,11,4
"2434","SOX21-AS1",0,0,2,1
"2435","LINC02192",0,0,0,0
"2436","STRIT1",0,1,0,0
"2437","LINC01504",3,0,9,4
"2438","LOC100507547",40,35,49,34
"2439","LOC100507548",0,0,0,0
"2440","PGLS-DT",41,41,63,42
"2441","RPL37A-DT",49,42,56,46
"2442","EPM2A-DT",30,30,26,27
"2443","LOC100507560",0,0,4,0
"2444","LOC100507562",0,0,0,0
"2445","MAGOH-DT",31,39,52,32
"2446","RAB11B-AS1",61,58,125,62
"2447","BHLHE40-AS1",3,5,14,3
"2448","LINC01016",9,14,74,81
"2449","TGFBR3L",113,77,75,42
"2450","NAGPA-AS1",6,6,9,8
"2451","TFIP11-DT",138,115,197,81
"2452","LCT-AS1",0,1,0,0
"2453","TRIM52-AS1",167,164,165,115
"2454","LINC00837",0,0,0,0
"2455","NPIPB9",244,226,281,180
"2456","KRTAP9-6",0,0,0,0
"2457","LINC00402",0,0,0,0
"2458","LINC02397",0,0,0,0
"2459","LINC00658",0,0,0,0
"2460","LINC00968",0,0,0,0
"2461","TNKS2-DT",22,27,25,17
"2462","LOC100507634",19,17,32,9
"2463","LINC02432",1,2,2,0
"2464","LINC03014",13,11,10,7
"2465","RNF212B",5,4,21,7
"2466","LINC01606",0,0,0,2
"2467","LINC02554",0,2,2,3
"2468","LINC02082",0,0,0,0
"2469","ZNF687-AS1",23,21,34,24
"2470","MARK2P9",7,8,3,2
"2471","MUC22",0,0,0,0
"2472","C13orf46",24,8,42,29
"2473","LOC100508046",0,0,0,0
"2474","GMDS-DT",4,4,18,17
"2475","LINC02616",0,0,0,0
"2476","AQP7B",2,0,2,2
"2477","CPB2-AS1",2,2,1,0
"2478","SMC4",7161,7633,1943,1304
"2479","TBC1D3JP",5,4,12,7
"2480","GJC1",1,1,4,1
"2481","LY75-CD302",66,70,72,40
"2482","ARPC4-TTLL3",893,860,1337,785
"2483","MSANTD3-TMEFF1",238,235,189,155
"2484","RBM14-RBM4",1111,1004,1163,787
"2485","CENPS-CORT",164,140,62,37
"2486","ATP5MF-PTCD1",1520,1374,1666,1017
"2487","ABHD14A-ACY1",357,291,494,285
"2488","CCDC169-SOHLH2",1,1,3,2
"2489","RNF103-CHMP3",1547,1606,3167,1736
"2490","SMIM35",0,3,0,1
"2491","STIMATE-MUSTN1",66,46,71,39
"2492","EPPIN-WFDC6",0,0,0,0
"2493","ARPIN-AP3S2",929,884,1252,733
"2494","NT5C1B-RDH14",174,171,271,162
"2495","CAHM",5,0,12,1
"2496","INMT-MINDY4",18,17,6,6
"2497","SLX1A-SULT1A3",602,593,649,404
"2498","SLX1B-SULT1A4",574,570,631,394
"2499","PHOSPHO2-KLHL23",193,209,83,60
"2500","SEPT5-GP1BB",71,60,67,50
"2501","FPGT-TNNI3K",17,18,37,18
"2502","BLOC1S5-TXNDC5",2914,2643,2479,1520
"2503","EEF1E1-BLOC1S5",411,429,457,267
"2504","RPL17-C18orf32",2907,2845,4161,2375
"2505","TGIF2-RAB5IF",1352,1260,1411,906
"2506","GIMAP1-GIMAP5",0,0,0,0
"2507","GJA9-MYCBP",662,639,763,538
"2508","MROH7-TTC4",320,312,328,190
"2509","PMF1-BGLAP",267,270,234,151
"2510","LHX4-AS1",78,68,96,68
"2511","TLCD4-RWDD3",75,85,87,59
"2512","BORCS7-ASMT",80,80,107,64
"2513","TMX2-CTNND1",3068,3112,5437,3455
"2514","SAA2-SAA4",0,0,0,0
"2515","ARL2-SNX15",386,362,396,243
"2516","HSPB2-C11orf52",66,73,188,103
"2517","FAM187A",1,2,5,1
"2518","ST20-MTHFS",311,277,305,175
"2519","BLOC1S1-RDH5",301,310,353,213
"2520","POC1B-GALNT4",302,293,442,299
"2521","FKBP1A-SDCBP2",104,114,155,105
"2522","KLRC4-KLRK1",0,0,1,0
"2523","ARMCX5-GPRASP2",280,276,390,277
"2524","NEDD8-MDP1",1222,1247,1492,914
"2525","BCL2L2-PABPN1",2138,2013,2213,1368
"2526","SERF2-C15ORF63",2532,2307,3365,1722
"2527","RPL36A-HNRNPH2",4001,3984,6202,3640
"2528","CORO7-PAM16",737,573,748,421
"2529","TEN1-CDK3",249,251,298,198
"2530","RAD51L3-RFFL",212,214,244,149
"2531","RNASEK-C17orf49",667,612,842,557
"2532","TMEM256-PLSCR3",259,240,506,343
"2533","ZNF559-ZNF177",10,9,11,4
"2534","RPS10-NUDT3",4429,4060,5518,3414
"2535","ZNF816-ZNF321P",132,141,220,122
"2536","HSPE1-MOB4",2637,2623,2263,1376
"2537","CKLF-CMTM1",55,82,23,25
"2538","SYNJ2BP-COX16",742,741,1024,640
"2539","CHURC1-FNTB",580,557,711,440
"2540","MIA-RAB4B",76,65,195,101
"2541","RAB4B-EGLN2",828,675,959,527
"2542","ZNF625-ZNF20",79,92,223,152
"2543","AP1M2",3522,3141,5113,3250
"2544","NPHP3-ACAD11",240,284,402,347
"2545","NDUFC2-KCTD14",1345,1371,1625,1038
"2546","COMMD3-BMI1",1517,1528,1467,945
"2547","MSH5-SAPCD1",95,99,46,37
"2548","INO80B-WBP1",937,848,2708,1519
"2549","MICOS10-NBL1",451,464,430,253
"2550","ATP6V1G2-DDX39B",2722,2671,2754,1762
"2551","PIR-FIGF",454,475,502,318
"2552","PPT2-EGFL8",202,164,184,111
"2553","C8orf44-SGK3",203,188,216,131
"2554","ZHX1-C8orf76",532,549,669,436
"2555","RTEL1-TNFRSF6B",842,742,524,370
"2556","ZNF670-ZNF695",55,56,20,18
"2557","KRTAP29-1",0,0,0,0
"2558","PRORY",0,0,0,0
"2559","UBE2F-SCLY",236,237,337,201
"2560","FXYD6-FXYD2",0,2,0,0
"2561","SEC24B-AS1",15,15,12,5
"2562","ZNF664-RFLNA",148,145,149,101
"2563","ARHGAP19-SLIT1",91,103,45,32
"2564","FAM24B-CUZD1",18,24,16,8
